,NEWCollabToolsWorkedWith,Confluence,Jira,Slack,Microsoft Azure,Trello,Github,Gitlab,"Google Suite (Docs, Meet, etc)",Microsoft Teams,Stack Overflow for Teams,Facebook Workplace
46636,Confluence;Jira;Microsoft Teams,1,1,0,0,0,0,0,0,1,0,0
46637,,0,0,0,0,0,0,0,0,0,0,0
46638,Github;Slack;Trello,0,0,1,0,1,1,0,0,0,0,0
46639,Github;Gitlab;Slack,0,0,1,0,0,1,1,0,0,0,0
46640,"Confluence;Jira;Github;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",1,1,0,0,1,1,0,1,1,0,0
46641,Github;Slack,0,0,1,0,0,1,0,0,0,0,0
46642,Confluence;Jira;Github;Gitlab;Stack Overflow for Teams,1,1,0,0,0,1,1,0,0,1,0
46643,"Gitlab;Google Suite (Docs, Meet, etc)",0,0,0,0,0,0,1,1,0,0,0
46644,"Confluence;Jira;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,0,0,1,0,0,0
46645,"Github;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,0,0,0
46646,,0,0,0,0,0,0,0,0,0,0,0
46647,Confluence;Jira;Slack,1,1,1,0,0,0,0,0,0,0,0
46648,"Confluence;Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,0,1,0,0,0
46649,"Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,0,1,0,0,0
46650,,0,0,0,0,0,0,0,0,0,0,0
46651,Slack;Trello,0,0,1,0,1,0,0,0,0,0,0
46652,,0,0,0,0,0,0,0,0,0,0,0
46653,"Github;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,0,0,0
46654,Jira;Github;Gitlab;Microsoft Teams;Microsoft Azure,0,1,0,1,0,1,1,0,1,0,0
46655,"Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",0,0,1,0,1,1,1,1,0,1,0
46656,,0,0,0,0,0,0,0,0,0,0,0
46657,,0,0,0,0,0,0,0,0,0,0,0
46658,"Github;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc)",0,0,0,1,0,1,0,1,1,0,0
46659,,0,0,0,0,0,0,0,0,0,0,0
46660,Github;Gitlab;Slack,0,0,1,0,0,1,1,0,0,0,0
46661,"Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,1,1,0,0,0
46662,Jira;Github;Microsoft Teams;Microsoft Azure,0,1,0,1,0,1,0,0,1,0,0
46663,"Confluence;Jira;Github;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",1,1,0,0,1,1,0,1,1,0,0
46664,"Jira;Github;Slack;Google Suite (Docs, Meet, etc)",0,1,1,0,0,1,0,1,0,0,0
46665,Confluence;Jira;Github;Slack,1,1,1,0,0,1,0,0,0,0,0
46666,Confluence;Jira;Gitlab;Slack;Trello,1,1,1,0,1,0,1,0,0,0,0
46667,Jira;Github;Slack,0,1,1,0,0,1,0,0,0,0,0
46668,,0,0,0,0,0,0,0,0,0,0,0
46669,Github,0,0,0,0,0,1,0,0,0,0,0
46670,Confluence;Microsoft Teams,1,0,0,0,0,0,0,0,1,0,0
46671,"Jira;Github;Slack;Google Suite (Docs, Meet, etc)",0,1,1,0,0,1,0,1,0,0,0
46672,Github;Slack,0,0,1,0,0,1,0,0,0,0,0
46673,Github,0,0,0,0,0,1,0,0,0,0,0
46674,"Github;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,0,0,0
46675,,0,0,0,0,0,0,0,0,0,0,0
46676,,0,0,0,0,0,0,0,0,0,0,0
46677,"Google Suite (Docs, Meet, etc)",0,0,0,0,0,0,0,1,0,0,0
46678,Github;Microsoft Teams;Microsoft Azure,0,0,0,1,0,1,0,0,1,0,0
46679,Confluence;Jira;Github;Gitlab,1,1,0,0,0,1,1,0,0,0,0
46680,Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams;Microsoft Azure;Trello;Stack Overflow for Teams,1,1,1,1,1,1,1,0,1,1,0
46681,Github,0,0,0,0,0,1,0,0,0,0,0
46682,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
46683,Microsoft Teams,0,0,0,0,0,0,0,0,1,0,0
46684,Github,0,0,0,0,0,1,0,0,0,0,0
46685,Slack,0,0,1,0,0,0,0,0,0,0,0
46686,"Google Suite (Docs, Meet, etc)",0,0,0,0,0,0,0,1,0,0,0
46687,,0,0,0,0,0,0,0,0,0,0,0
46688,"Github;Trello;Google Suite (Docs, Meet, etc)",0,0,0,0,1,1,0,1,0,0,0
46689,"Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,1,1,0,0,0
46690,"Github;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,0,0,0
46691,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
46692,"Github;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,0,0,0
46693,"Jira;Google Suite (Docs, Meet, etc)",0,1,0,0,0,0,0,1,0,0,0
46694,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
46695,Github;Gitlab;Slack,0,0,1,0,0,1,1,0,0,0,0
46696,"Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",0,1,1,0,0,1,1,1,0,0,0
46697,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
46698,,0,0,0,0,0,0,0,0,0,0,0
46699,"Confluence;Jira;Github;Gitlab;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc)",1,1,0,1,0,1,1,1,1,0,0
46700,Jira;Github;Slack;Trello,0,1,1,0,1,1,0,0,0,0,0
46701,,0,0,0,0,0,0,0,0,0,0,0
46702,"Github;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,0,0,0
46703,"Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,1,1,0,0,0
46704,Github,0,0,0,0,0,1,0,0,0,0,0
46705,"Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,0,1,0,0,0
46706,"Confluence;Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,1,1,0,0,0
46707,Confluence;Jira;Github;Gitlab,1,1,0,0,0,1,1,0,0,0,0
46708,Slack,0,0,1,0,0,0,0,0,0,0,0
46709,"Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",0,1,1,0,1,1,1,1,0,0,0
46710,Confluence;Jira;Slack;Microsoft Teams;Microsoft Azure,1,1,1,1,0,0,0,0,1,0,0
46711,"Jira;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc)",0,1,1,0,0,0,0,1,1,0,0
46712,"Github;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,1,0,0
46713,"Github;Slack;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",0,0,1,1,1,1,0,1,1,0,0
46714,Confluence;Jira;Microsoft Teams,1,1,0,0,0,0,0,0,1,0,0
46715,"Github;Trello;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",0,0,0,0,1,1,0,1,0,1,0
46716,Github;Gitlab;Slack,0,0,1,0,0,1,1,0,0,0,0
46717,"Github;Gitlab;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,1,1,0,0,0
46718,Confluence;Jira;Github;Slack,1,1,1,0,0,1,0,0,0,0,0
46719,,0,0,0,0,0,0,0,0,0,0,0
46720,Github;Slack;Trello,0,0,1,0,1,1,0,0,0,0,0
46721,"Github;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,0,0,0
46722,Confluence;Jira;Github;Gitlab;Slack,1,1,1,0,0,1,1,0,0,0,0
46723,"Confluence;Jira;Github;Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,0,1,1,0,0
46724,Confluence;Jira;Github,1,1,0,0,0,1,0,0,0,0,0
46725,Confluence;Jira,1,1,0,0,0,0,0,0,0,0,0
46726,Confluence;Jira;Gitlab,1,1,0,0,0,0,1,0,0,0,0
46727,"Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,1,1,0,0,0
46728,Confluence;Jira;Github;Gitlab;Slack,1,1,1,0,0,1,1,0,0,0,0
46729,Github;Gitlab,0,0,0,0,0,1,1,0,0,0,0
46730,"Jira;Github;Google Suite (Docs, Meet, etc)",0,1,0,0,0,1,0,1,0,0,0
46731,Confluence;Jira;Gitlab,1,1,0,0,0,0,1,0,0,0,0
46732,Slack;Microsoft Azure,0,0,1,1,0,0,0,0,0,0,0
46733,"Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,1,1,0,1,1,0,1,0,0,0
46734,Jira;Github;Gitlab;Slack,0,1,1,0,0,1,1,0,0,0,0
46735,Confluence;Jira;Github,1,1,0,0,0,1,0,0,0,0,0
46736,Jira;Github;Slack,0,1,1,0,0,1,0,0,0,0,0
46737,"Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,1,1,0,1,1,0,1,0,0,0
46738,"Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,1,1,0,0,0
46739,Confluence;Jira;Github;Gitlab,1,1,0,0,0,1,1,0,0,0,0
46740,"Confluence;Jira;Github;Gitlab;Slack;Microsoft Azure;Google Suite (Docs, Meet, etc)",1,1,1,1,0,1,1,1,0,0,0
46741,,0,0,0,0,0,0,0,0,0,0,0
46742,"Github;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,0,0,0
46743,"Confluence;Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,0,1,0,0,0
46744,"Github;Gitlab;Trello;Google Suite (Docs, Meet, etc)",0,0,0,0,1,1,1,1,0,0,0
46745,"Github;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,0,0,0
46746,Confluence;Jira;Github;Slack,1,1,1,0,0,1,0,0,0,0,0
46747,"Confluence;Github;Gitlab;Trello;Google Suite (Docs, Meet, etc)",1,0,0,0,1,1,1,1,0,0,0
46748,"Confluence;Jira;Github;Slack;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc)",1,1,1,1,0,1,0,1,1,0,0
46749,Github;Microsoft Teams;Microsoft Azure,0,0,0,1,0,1,0,0,1,0,0
46750,,0,0,0,0,0,0,0,0,0,0,0
46751,"Confluence;Jira;Github;Google Suite (Docs, Meet, etc)",1,1,0,0,0,1,0,1,0,0,0
46752,"Confluence;Jira;Github;Slack;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",1,1,1,1,1,1,0,1,0,0,0
46753,,0,0,0,0,0,0,0,0,0,0,0
46754,,0,0,0,0,0,0,0,0,0,0,0
46755,"Confluence;Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,1,1,0,0,0
46756,,0,0,0,0,0,0,0,0,0,0,0
46757,Github;Microsoft Teams;Microsoft Azure,0,0,0,1,0,1,0,0,1,0,0
46758,Jira;Github;Trello,0,1,0,0,1,1,0,0,0,0,0
46759,"Confluence;Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,0,1,0,0,0
46760,"Github;Slack;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",0,0,1,1,1,1,0,1,1,1,0
46761,Github;Gitlab,0,0,0,0,0,1,1,0,0,0,0
46762,Confluence;Jira;Github;Slack;Stack Overflow for Teams,1,1,1,0,0,1,0,0,0,1,0
46763,Github;Microsoft Teams,0,0,0,0,0,1,0,0,1,0,0
46764,"Github;Gitlab;Trello;Google Suite (Docs, Meet, etc)",0,0,0,0,1,1,1,1,0,0,0
46765,"Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,1,1,0,1,1,0,1,0,0,0
46766,Github;Slack;Microsoft Teams,0,0,1,0,0,1,0,0,1,0,0
46767,"Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",0,1,1,0,0,1,1,1,0,1,0
46768,"Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,1,1,0,0,0
46769,,0,0,0,0,0,0,0,0,0,0,0
46770,"Confluence;Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,0,1,0,0,0
46771,Jira;Github;Gitlab;Slack;Microsoft Teams,0,1,1,0,0,1,1,0,1,0,0
46772,Confluence;Jira;Microsoft Teams,1,1,0,0,0,0,0,0,1,0,0
46773,Confluence;Jira;Github;Slack;Microsoft Teams;Trello,1,1,1,0,1,1,0,0,1,0,0
46774,"Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",1,1,1,1,1,1,1,1,1,0,0
46775,"Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,0,1,0,0,0
46776,"Jira;Github;Microsoft Teams;Google Suite (Docs, Meet, etc)",0,1,0,0,0,1,0,1,1,0,0
46777,Confluence;Jira;Github;Gitlab;Microsoft Teams,1,1,0,0,0,1,1,0,1,0,0
46778,"Jira;Slack;Google Suite (Docs, Meet, etc)",0,1,1,0,0,0,0,1,0,0,0
46779,"Github;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,0,0,0
46780,Github,0,0,0,0,0,1,0,0,0,0,0
46781,Github;Slack,0,0,1,0,0,1,0,0,0,0,0
46782,Github;Microsoft Teams;Microsoft Azure,0,0,0,1,0,1,0,0,1,0,0
46783,"Github;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,0,0,0
46784,Confluence;Jira;Gitlab,1,1,0,0,0,0,1,0,0,0,0
46785,Confluence;Jira,1,1,0,0,0,0,0,0,0,0,0
46786,"Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,1,1,0,0,0
46787,"Github;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,0,0,0
46788,Github;Gitlab,0,0,0,0,0,1,1,0,0,0,0
46789,"Jira;Github;Slack;Google Suite (Docs, Meet, etc)",0,1,1,0,0,1,0,1,0,0,0
46790,Jira;Gitlab,0,1,0,0,0,0,1,0,0,0,0
46791,"Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",0,1,1,0,0,1,1,1,0,0,0
46792,Github,0,0,0,0,0,1,0,0,0,0,0
46793,,0,0,0,0,0,0,0,0,0,0,0
46794,"Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc)",0,0,0,1,0,0,0,1,1,0,0
46795,Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams,1,1,1,0,0,1,1,0,1,0,0
46796,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
46797,"Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,1,1,0,0,0
46798,"Github;Slack;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",0,0,1,1,1,1,0,1,1,0,0
46799,Confluence;Jira;Gitlab,1,1,0,0,0,0,1,0,0,0,0
46800,"Github;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,0,0,0
46801,"Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,1,1,0,0,0
46802,"Github;Trello;Google Suite (Docs, Meet, etc)",0,0,0,0,1,1,0,1,0,0,0
46803,Confluence;Jira;Github;Slack;Microsoft Azure,1,1,1,1,0,1,0,0,0,0,0
46804,"Confluence;Jira;Github;Slack;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",1,1,1,1,1,1,0,1,0,0,0
46805,,0,0,0,0,0,0,0,0,0,0,0
46806,"Github;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,0,0,0
46807,"Confluence;Jira;Github;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,1,0,0
46808,,0,0,0,0,0,0,0,0,0,0,0
46809,Github,0,0,0,0,0,1,0,0,0,0,0
46810,"Github;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,0,0,0
46811,Github;Gitlab;Slack;Microsoft Teams;Microsoft Azure,0,0,1,1,0,1,1,0,1,0,0
46812,Confluence;Jira;Github;Slack,1,1,1,0,0,1,0,0,0,0,0
46813,"Confluence;Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,1,1,0,0,0
46814,Gitlab;Slack,0,0,1,0,0,0,1,0,0,0,0
46815,"Confluence;Jira;Github;Microsoft Teams;Google Suite (Docs, Meet, etc)",1,1,0,0,0,1,0,1,1,0,0
46816,Jira;Github;Gitlab;Microsoft Teams;Microsoft Azure,0,1,0,1,0,1,1,0,1,0,0
46817,,0,0,0,0,0,0,0,0,0,0,0
46818,"Github;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",0,0,0,1,1,1,0,1,0,0,0
46819,"Confluence;Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,1,1,0,0,0
46820,Slack;Microsoft Teams;Microsoft Azure,0,0,1,1,0,0,0,0,1,0,0
46821,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
46822,Confluence;Jira;Github;Gitlab;Slack;Trello;Stack Overflow for Teams,1,1,1,0,1,1,1,0,0,1,0
46823,Slack;Microsoft Teams,0,0,1,0,0,0,0,0,1,0,0
46824,"Github;Slack;Microsoft Azure;Google Suite (Docs, Meet, etc)",0,0,1,1,0,1,0,1,0,0,0
46825,Github;Microsoft Teams;Microsoft Azure,0,0,0,1,0,1,0,0,1,0,0
46826,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
46827,Github,0,0,0,0,0,1,0,0,0,0,0
46828,"Jira;Github;Google Suite (Docs, Meet, etc)",0,1,0,0,0,1,0,1,0,0,0
46829,"Confluence;Jira;Github;Gitlab;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",1,1,0,1,1,1,1,1,1,0,0
46830,Confluence;Jira;Github;Microsoft Teams,1,1,0,0,0,1,0,0,1,0,0
46831,,0,0,0,0,0,0,0,0,0,0,0
46832,"Jira;Github;Trello;Google Suite (Docs, Meet, etc)",0,1,0,0,1,1,0,1,0,0,0
46833,Confluence;Jira;Github;Gitlab;Slack,1,1,1,0,0,1,1,0,0,0,0
46834,Github;Gitlab;Slack;Microsoft Teams,0,0,1,0,0,1,1,0,1,0,0
46835,"Jira;Github;Gitlab;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",0,1,0,0,1,1,1,1,1,0,0
46836,,0,0,0,0,0,0,0,0,0,0,0
46837,,0,0,0,0,0,0,0,0,0,0,0
46838,"Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",0,1,1,0,1,1,1,1,0,0,0
46839,,0,0,0,0,0,0,0,0,0,0,0
46840,"Github;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,0,0,0
46841,Github,0,0,0,0,0,1,0,0,0,0,0
46842,Confluence;Jira;Github;Slack;Microsoft Teams;Microsoft Azure;Trello;Stack Overflow for Teams,1,1,1,1,1,1,0,0,1,1,0
46843,Github;Slack;Trello,0,0,1,0,1,1,0,0,0,0,0
46844,Github;Gitlab;Microsoft Teams;Microsoft Azure,0,0,0,1,0,1,1,0,1,0,0
46845,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
46846,"Jira;Github;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc)",0,1,1,0,0,1,0,1,1,0,0
46847,Github;Gitlab,0,0,0,0,0,1,1,0,0,0,0
46848,"Confluence;Jira;Github;Gitlab;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",1,1,0,1,1,1,1,1,1,0,0
46849,"Jira;Github;Gitlab;Microsoft Teams;Google Suite (Docs, Meet, etc)",0,1,0,0,0,1,1,1,1,0,0
46850,,0,0,0,0,0,0,0,0,0,0,0
46851,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",1,1,1,0,0,1,0,1,0,1,0
46852,Github;Slack;Trello,0,0,1,0,1,1,0,0,0,0,0
46853,Github,0,0,0,0,0,1,0,0,0,0,0
46854,"Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,0,1,0,0,0
46855,Github;Microsoft Teams;Microsoft Azure,0,0,0,1,0,1,0,0,1,0,0
46856,Jira;Github,0,1,0,0,0,1,0,0,0,0,0
46857,Github;Gitlab;Trello,0,0,0,0,1,1,1,0,0,0,0
46858,Github;Gitlab,0,0,0,0,0,1,1,0,0,0,0
46859,Confluence;Jira;Slack;Microsoft Teams,1,1,1,0,0,0,0,0,1,0,0
46860,Confluence;Jira;Github;Slack,1,1,1,0,0,1,0,0,0,0,0
46861,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
46862,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
46863,Github;Gitlab;Slack,0,0,1,0,0,1,1,0,0,0,0
46864,"Jira;Github;Slack;Google Suite (Docs, Meet, etc)",0,1,1,0,0,1,0,1,0,0,0
46865,"Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,1,1,0,0,0
46866,Github;Slack;Microsoft Teams,0,0,1,0,0,1,0,0,1,0,0
46867,Confluence;Jira;Github;Slack,1,1,1,0,0,1,0,0,0,0,0
46868,"Github;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,0,0,0
46869,Github;Slack,0,0,1,0,0,1,0,0,0,0,0
46870,"Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,1,1,0,0,0
46871,Github;Slack;Microsoft Teams;Microsoft Azure;Trello,0,0,1,1,1,1,0,0,1,0,0
46872,Github,0,0,0,0,0,1,0,0,0,0,0
46873,Confluence;Jira,1,1,0,0,0,0,0,0,0,0,0
46874,Github;Microsoft Azure;Trello,0,0,0,1,1,1,0,0,0,0,0
46875,Slack;Microsoft Teams;Microsoft Azure,0,0,1,1,0,0,0,0,1,0,0
46876,Github;Gitlab,0,0,0,0,0,1,1,0,0,0,0
46877,Trello,0,0,0,0,1,0,0,0,0,0,0
46878,Gitlab;Slack,0,0,1,0,0,0,1,0,0,0,0
46879,Jira;Github;Slack;Stack Overflow for Teams,0,1,1,0,0,1,0,0,0,1,0
46880,Confluence;Jira;Github;Slack,1,1,1,0,0,1,0,0,0,0,0
46881,"Confluence;Jira;Github;Gitlab;Trello;Google Suite (Docs, Meet, etc)",1,1,0,0,1,1,1,1,0,0,0
46882,Gitlab;Microsoft Teams,0,0,0,0,0,0,1,0,1,0,0
46883,Confluence;Jira;Github;Slack;Microsoft Azure;Trello,1,1,1,1,1,1,0,0,0,0,0
46884,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
46885,Github,0,0,0,0,0,1,0,0,0,0,0
46886,Github,0,0,0,0,0,1,0,0,0,0,0
46887,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
46888,Github;Gitlab;Slack,0,0,1,0,0,1,1,0,0,0,0
46889,"Jira;Github;Slack;Google Suite (Docs, Meet, etc)",0,1,1,0,0,1,0,1,0,0,0
46890,"Jira;Github;Gitlab;Trello;Google Suite (Docs, Meet, etc)",0,1,0,0,1,1,1,1,0,0,0
46891,"Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,1,1,0,0,0
46892,Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams,1,1,1,0,0,1,1,0,1,0,0
46893,"Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,0,1,1,0,0,0
46894,"Confluence;Jira;Github;Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,0,1,1,0,0
46895,Jira;Github;Gitlab;Slack;Microsoft Azure,0,1,1,1,0,1,1,0,0,0,0
46896,Slack;Trello,0,0,1,0,1,0,0,0,0,0,0
46897,Confluence;Github;Microsoft Teams,1,0,0,0,0,1,0,0,1,0,0
46898,"Github;Slack;Microsoft Azure;Google Suite (Docs, Meet, etc)",0,0,1,1,0,1,0,1,0,0,0
46899,Github,0,0,0,0,0,1,0,0,0,0,0
46900,"Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,0,1,0,0,0
46901,Github;Slack;Microsoft Azure;Trello,0,0,1,1,1,1,0,0,0,0,0
46902,Github,0,0,0,0,0,1,0,0,0,0,0
46903,Confluence;Github,1,0,0,0,0,1,0,0,0,0,0
46904,"Jira;Microsoft Teams;Google Suite (Docs, Meet, etc)",0,1,0,0,0,0,0,1,1,0,0
46905,,0,0,0,0,0,0,0,0,0,0,0
46906,Github;Gitlab;Slack;Microsoft Teams,0,0,1,0,0,1,1,0,1,0,0
46907,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
46908,"Github;Trello;Google Suite (Docs, Meet, etc)",0,0,0,0,1,1,0,1,0,0,0
46909,"Confluence;Jira;Github;Gitlab;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc)",1,1,0,1,0,1,1,1,1,0,0
46910,,0,0,0,0,0,0,0,0,0,0,0
46911,"Jira;Github;Google Suite (Docs, Meet, etc)",0,1,0,0,0,1,0,1,0,0,0
46912,Confluence;Jira;Slack;Microsoft Azure,1,1,1,1,0,0,0,0,0,0,0
46913,Slack;Microsoft Teams,0,0,1,0,0,0,0,0,1,0,0
46914,"Github;Gitlab;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,1,1,0,0,0
46915,"Github;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,0,0,0
46916,"Confluence;Github;Slack;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",1,0,1,1,1,1,0,1,0,0,0
46917,,0,0,0,0,0,0,0,0,0,0,0
46918,"Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,0,1,0,0,0
46919,Github,0,0,0,0,0,1,0,0,0,0,0
46920,Github,0,0,0,0,0,1,0,0,0,0,0
46921,"Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,1,1,0,1,1,0,1,0,0,0
46922,"Confluence;Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,0,1,0,0,0
46923,"Confluence;Github;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",1,0,0,1,1,1,0,1,1,0,0
46924,"Github;Trello;Google Suite (Docs, Meet, etc)",0,0,0,0,1,1,0,1,0,0,0
46925,"Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,1,1,0,0,0
46926,,0,0,0,0,0,0,0,0,0,0,0
