uid,resp_time,hour,location,rate,social
u30,2013-04-01 17:02:48,8.0,"43.70216667,-72.2862385",1.0,1.0
u30,2013-04-03 18:56:45,7.0,"43.70216667,-72.2862385",2.0,1.0
u30,2013-04-06 22:01:59,8.0,"43.70294473,-72.28772261",2.0,1.0
u30,2013-04-07 18:15:34,8.0,Unknown,3.0,2.0
u30,2013-04-06 22:01:58,4.0,"43.70294473,-72.28772261",2.0,1.0
u30,2013-04-06 22:02:02,6.0,"43.70294473,-72.28772261",2.0,1.0
u30,2013-04-08 20:11:10,8.0,Unknown,3.0,1.0
u30,2013-04-10 04:00:07,9.0,"43.70260784,-72.28705135",1.0,1.0
u30,2013-04-10 19:24:21,8.0,"43.70259206,-72.28665032",1.0,1.0
u30,2013-04-11 19:24:56,7.0,"43.70279814,-72.28714674",1.0,1.0
u30,2013-04-12 16:37:43,8.0,"43.70266979,-72.28673413",1.0,1.0
u30,2013-04-13 21:39:41,4.0,"43.69971813,-72.29088714",2.0,1.0
u30,2013-04-16 17:14:58,7.0,"43.70257447,-72.28689498",1.0,2.0
u30,2013-04-14 17:04:23,8.0,"40.7742808,-73.96073797",1.0,2.0
u30,2013-04-15 17:44:22,7.0,"43.70218934,-72.28761108",1.0,1.0
u30,2013-04-17 16:39:31,7.0,"43.70249632,-72.286166",1.0,1.0
u30,2013-04-18 17:42:24,4.0,"43.70263246,-72.28706428",3.0,1.0
u30,2013-04-19 18:01:33,8.0,"43.70254488,-72.28677668",1.0,1.0
u30,2013-04-20 22:09:21,6.0,"41.23064284,-73.0728831",2.0,1.0
u30,2013-04-22 17:07:46,8.0,"41.23064284,-73.0728831",1.0,1.0
u30,2013-04-23 20:58:59,7.0,"41.23064284,-73.0728831",1.0,1.0
u30,2013-04-26 18:05:02,8.0,Unknown,1.0,1.0
u30,2013-04-25 04:02:21,7.0,"41.23064284,-73.0728831",1.0,1.0
u30,2013-04-29 17:11:50,5.0,"43.70652524,-72.28699002",2.0,1.0
u30,2013-05-01 18:03:03,6.0,"43.70333152,-72.28938876",3.0,1.0
u30,2013-05-02 19:59:52,9.0,"43.70303414,-72.28449439",1.0,1.0
u30,2013-05-03 17:59:09,6.0,"43.70451244,-72.28888935",2.0,1.0
u30,2013-05-06 18:01:06,9.0,Unknown,1.0,1.0
u31,2013-04-02 17:10:07,5.0,"43.6804572,-72.29349846",3.0,4.0
u31,2013-03-28 02:01:59,2.0,"43.68050026,-72.29332341",4.0,2.0
u31,2013-03-29 00:00:53,4.0,"43.68060986,-72.29350695",3.0,2.0
u31,2013-03-29 17:01:48,5.0,"43.68055327,-72.29350013",2.0,2.0
u31,2013-03-31 17:01:17,8.0,"43.68055197,-72.29346788",1.0,1.0
u31,2013-04-01 17:54:40,8.0,"43.69876384,-72.28975678",1.0,4.0
u31,2013-04-02 09:41:18,3.0,"43.68063654,-72.29350259",4.0,2.0
u31,2013-04-03 21:25:22,8.0,"43.68058033,-72.29352704",1.0,1.0
u31,2013-04-05 00:14:04,5.0,"43.68043243,-72.2937815",3.0,2.0
u31,2013-04-10 18:01:50,6.0,"43.68071233,-72.29336227",3.0,4.0
u31,2013-04-10 18:01:42,6.0,"43.68071233,-72.29336227",3.0,1.0
u32,2013-04-03 17:50:28,7.0,"43.70371584,-72.2909896",3.0,2.0
u32,2013-04-02 20:11:01,11.0,"43.7032657,-72.29045059",1.0,1.0
u32,2013-03-31 19:53:52,7.0,"42.35025658,-71.07655539",2.0,1.0
u32,2013-04-01 17:55:53,9.0,"43.70383924,-72.29026049",2.0,2.0
u32,2013-04-04 17:34:20,7.0,"43.70584223,-72.29075364",2.0,1.0
u32,2013-04-08 17:35:39,7.0,"43.70515516,-72.28939444",2.0,1.0
u32,2013-04-06 23:39:35,7.0,"43.70515516,-72.28939444",3.0,1.0
u32,2013-04-05 16:15:23,6.0,"43.70584223,-72.29075364",2.0,2.0
u32,2013-04-07 21:04:06,10.0,"43.70515516,-72.28939444",2.0,2.0
u32,2013-04-17 17:23:48,7.0,"43.70285908,-72.29002745",3.0,3.0
u32,2013-04-09 17:00:47,7.0,"43.70826063,-72.28421526",2.0,1.0
u32,2013-04-10 18:02:27,7.0,"43.70340811,-72.29061712",2.0,1.0
u32,2013-04-16 18:35:18,9.0,"43.70635749,-72.28923654",2.0,2.0
u32,2013-04-11 20:03:57,7.0,"43.70433336,-72.29107034",2.0,1.0
u32,2013-04-12 15:50:44,7.0,"43.70845191,-72.28419384",2.0,1.0
u32,2013-04-13 18:16:53,7.0,"43.7040787,-72.28808059",3.0,1.0
u32,2013-04-14 17:44:05,10.0,"43.71713165,-72.27145544",1.0,2.0
u32,2013-04-15 17:58:08,8.0,"43.71713165,-72.27145544",2.0,1.0
u32,2013-04-18 19:23:08,9.0,Unknown,3.0,1.0
u32,2013-04-19 18:05:46,7.0,"43.70300607,-72.29026873",2.0,1.0
u32,2013-04-20 20:25:38,8.0,"43.70587544,-72.2911665",3.0,1.0
u32,2013-04-24 19:04:30,8.0,Unknown,3.0,2.0
u32,2013-04-22 18:13:23,8.0,"43.7031993,-72.2904444",2.0,1.0
u32,2013-04-23 21:39:04,7.0,"43.70635966,-72.28846146",3.0,1.0
u32,2013-04-25 18:58:06,6.0,"43.70608389,-72.29104393",3.0,1.0
u32,2013-04-27 19:00:41,8.0,"43.71796947,-72.27247143",3.0,1.0
u32,2013-04-26 19:05:48,9.0,"43.70608389,-72.29104393",2.0,2.0
u32,2013-04-28 18:30:20,8.0,"43.70301955,-72.29020739",4.0,1.0
u32,2013-04-29 17:51:58,6.0,"43.70374615,-72.29053936",2.0,2.0
u32,2013-04-30 18:21:33,9.0,"43.47216071,-71.99885894",3.0,2.0
u32,2013-05-01 18:03:48,9.0,"43.47216071,-71.99885894",2.0,1.0
u32,2013-05-03 17:39:09,9.0,"43.70211393,-72.28994529",2.0,1.0
u32,2013-05-10 18:06:08,9.0,"43.719082,-72.2724696",2.0,1.0
u32,2013-05-06 17:58:24,8.0,"43.70389513,-72.29041685",2.0,1.0
u32,2013-05-05 17:27:50,9.0,"43.70420319,-72.28854729",2.0,1.0
u32,2013-05-08 18:17:03,8.0,"43.7089232,-72.28415444",2.0,1.0
u32,2013-05-13 00:08:11,1.0,"43.7037874,-72.29006945",3.0,1.0
u32,2013-05-14 19:51:17,15.0,"43.70421817,-72.28966565",3.0,1.0
u32,2013-05-19 20:14:42,4.0,Unknown,3.0,1.0
u32,2013-05-18 19:23:31,11.0,Unknown,2.0,1.0
u32,2013-05-19 20:21:50,4.0,Unknown,3.0,1.0
u32,2013-05-20 17:51:11,14.0,Unknown,2.0,2.0
u32,2013-05-22 16:10:32,9.0,"43.70680906,-72.28749051",2.0,1.0
u32,2013-05-28 17:13:36,6.0,"43.70450738,-72.29025958",2.0,2.0
u32,2013-05-25 18:45:03,10.0,Unknown,3.0,1.0
u32,2013-05-27 06:29:09,12.0,"43.65273307,-72.24424084",2.0,2.0
u32,2013-06-03 19:28:32,12.0,Unknown,2.0,1.0
u33,2013-03-28 19:01:11,8.0,Unknown,1.0,2.0
u33,2013-03-29 17:11:34,7.0,"43.70369622,-72.29611425",2.0,2.0
u33,2013-03-30 19:00:36,7.0,"43.7037725,-72.29602645",2.0,1.0
u33,2013-03-31 17:03:32,7.0,"43.70400733,-72.29568279",2.0,1.0
u33,2013-04-01 17:13:35,6.0,"43.70412701,-72.29543193",4.0,1.0
u33,2013-04-02 20:09:54,6.0,"43.70370694,-72.29603486",4.0,1.0
u33,2013-04-03 17:16:26,0.0,"43.70366916,-72.29604051",4.0,1.0
u33,2013-04-04 19:40:58,8.0,"43.70403059,-72.29608355",2.0,3.0
u33,2013-04-05 15:31:40,7.0,"43.70346806,-72.29615925",1.0,1.0
u33,2013-04-07 18:42:05,9.0,"43.70374466,-72.29602394",2.0,1.0
u33,2013-04-06 19:42:11,10.0,"43.70359603,-72.29619839",1.0,1.0
u33,2013-04-08 17:53:13,6.0,"43.70524265,-72.29380967",1.0,1.0
u33,2013-04-09 19:20:46,10.0,"43.70356543,-72.29661063",1.0,1.0
u33,2013-04-10 18:53:06,6.0,"43.70332015,-72.29598121",2.0,1.0
u33,2013-04-11 17:47:27,8.0,"43.70341924,-72.29629875",2.0,1.0
u33,2013-04-12 17:32:30,8.0,"43.70368617,-72.29580241",2.0,2.0
u33,2013-04-15 17:16:15,4.0,"43.70369666,-72.29597969",3.0,1.0
u33,2013-04-13 21:55:32,10.0,"43.70351337,-72.29604785",1.0,1.0
u33,2013-04-14 20:45:04,8.0,"43.70362837,-72.29609942",2.0,1.0
u33,2013-04-17 00:31:14,13.0,"43.70370911,-72.29582755",1.0,1.0
u33,2013-04-17 18:08:55,2.0,"43.70342539,-72.29594334",4.0,1.0
u33,2013-04-18 19:16:53,8.0,"43.70306371,-72.29579391",2.0,2.0
u33,2013-04-19 20:30:45,6.0,"43.70396846,-72.29555338",3.0,2.0
u33,2013-04-20 22:24:14,12.0,"43.70378828,-72.29600636",1.0,1.0
u33,2013-04-22 05:05:44,10.0,"43.70405707,-72.29551034",1.0,1.0
u33,2013-04-22 11:07:48,8.0,"43.70410502,-72.29484537",2.0,1.0
u33,2013-04-22 17:29:52,5.0,"43.70377459,-72.29617515",3.0,1.0
u33,2013-04-24 10:03:23,4.0,"43.70371045,-72.29605661",4.0,2.0
u33,2013-04-24 21:10:49,8.0,"43.7034689,-72.29640505",2.0,2.0
u33,2013-04-26 17:12:53,4.0,"43.7037887,-72.29615197",3.0,1.0
u33,2013-04-30 07:19:28,8.0,"43.70351749,-72.29606608",1.0,1.0
u33,2013-05-03 17:31:12,0.0,"43.70354602,-72.29604776",4.0,2.0
u33,2013-05-13 17:52:58,1.0,"43.70242394,-72.2919064",4.0,2.0
u33,2013-05-09 16:57:27,7.0,Unknown,2.0,2.0
u33,2013-05-06 21:29:51,5.0,"43.70353749,-72.29596044",2.0,1.0
u33,2013-05-08 20:13:22,9.0,Unknown,2.0,2.0
u33,2013-05-07 20:24:42,8.0,"43.70353749,-72.29596044",2.0,4.0
u33,2013-05-11 18:57:05,16.0,"43.70373736,-72.29577621",2.0,2.0
u33,2013-05-23 17:31:31,9.0,"43.7036104,-72.29599087",2.0,2.0
u33,2013-05-24 17:31:29,2.0,"43.70363097,-72.29625958",4.0,1.0
u33,2013-05-30 02:20:20,1.0,Unknown,4.0,2.0
u34,2013-04-03 18:16:17,7.0,"43.71710059,-72.3083916",1.0,1.0
u34,2013-03-28 20:02:25,7.0,"43.71820403,-72.30818631",1.0,1.0
u34,2013-04-02 21:28:43,8.0,"43.64985305,-72.31114762",1.0,1.0
u34,2013-04-01 18:23:12,7.0,"43.70878824,-72.28328871",1.0,1.0
u34,2013-04-05 18:41:37,7.0,"43.70867495,-72.28248702",1.0,1.0
u34,2013-04-29 18:51:39,5.0,"43.67081116,-72.25601405",2.0,2.0
u34,2013-05-13 19:13:29,7.0,"43.70530899,-72.28319773",2.0,1.0
u35,2013-03-29 04:21:18,7.0,"43.70551214,-72.283181",2.0,1.0
u35,2013-03-29 17:34:22,6.0,"43.7054765,-72.2830961",1.0,1.0
u35,2013-04-01 17:28:27,6.0,"43.70536459,-72.28320162",3.0,2.0
u35,2013-04-03 18:23:41,5.0,"43.70544082,-72.28316785",2.0,3.0
u35,2013-04-02 19:26:11,6.0,"43.70536857,-72.2831202",1.0,1.0
u35,2013-04-04 17:24:45,7.0,"43.70544541,-72.28313092",1.0,1.0
u35,2013-04-08 05:53:16,9.0,"43.53959054,-72.38995452",1.0,1.0
u35,2013-04-05 17:29:23,7.0,"43.70539301,-72.28309238",1.0,1.0
u35,2013-04-08 05:53:25,9.0,"43.53959054,-72.38995452",1.0,1.0
u35,2013-04-08 17:12:49,8.0,"43.53959054,-72.38995452",1.0,1.0
u35,2013-04-14 23:19:09,8.0,"43.7053364,-72.28315167",1.0,1.0
u35,2013-04-09 18:37:36,8.0,"43.70602674,-72.28742674",1.0,1.0
u35,2013-04-10 19:17:45,8.0,"43.70410839,-72.29042107",1.0,1.0
u35,2013-04-12 18:50:58,8.0,"43.7032067,-72.29080808",1.0,1.0
u35,2013-04-15 18:45:32,8.0,Unknown,1.0,1.0
u35,2013-04-16 17:36:26,7.0,Unknown,1.0,1.0
u35,2013-04-17 19:14:26,7.0,"43.70545396,-72.28297235",2.0,1.0
u35,2013-04-18 17:19:51,6.0,"43.7077701,-72.28363396",1.0,1.0
u35,2013-04-29 18:03:23,8.0,"43.70462528,-72.30440054",1.0,1.0
u35,2013-04-30 19:20:39,6.0,"43.70462528,-72.30440054",3.0,1.0
u35,2013-05-02 17:25:56,6.0,"43.70537226,-72.28333742",2.0,1.0
u35,2013-05-03 18:03:17,6.0,"43.70537226,-72.28333742",2.0,1.0
u35,2013-05-10 18:58:57,8.0,"43.65861498,-72.24869697",1.0,1.0
u35,2013-05-06 19:04:11,6.0,"43.70517353,-72.28354394",1.0,1.0
u35,2013-05-27 17:30:57,4.0,"43.70545577,-72.28364354",3.0,2.0
u36,2013-04-01 17:45:46,5.0,"43.65180755,-72.3098317",4.0,1.0
u36,2013-03-29 17:17:38,7.0,"43.65179828,-72.30998204",2.0,1.0
u36,2013-03-31 18:51:03,8.0,"43.65193883,-72.30979792",2.0,1.0
u36,2013-03-30 18:13:02,8.0,"43.65158151,-72.31004153",1.0,1.0
u36,2013-04-02 17:27:54,8.0,"43.65170046,-72.30994989",1.0,1.0
u36,2013-04-03 17:27:34,7.0,"43.65181117,-72.31002075",2.0,1.0
u36,2013-04-04 17:10:37,8.0,"43.65176754,-72.3098904",2.0,1.0
u36,2013-04-05 17:24:04,4.0,"43.65173128,-72.30996775",4.0,1.0
u36,2013-04-07 18:17:14,8.0,"43.65162591,-72.3100873",2.0,1.0
u36,2013-04-06 17:04:38,8.0,"43.65186855,-72.30992432",2.0,1.0
u36,2013-04-08 17:41:16,8.0,"43.65175234,-72.30991784",2.0,1.0
u36,2013-04-09 17:22:26,8.0,"43.65177652,-72.31003679",2.0,1.0
u36,2013-04-10 17:29:49,8.0,"43.65152672,-72.30988846",1.0,1.0
u36,2013-04-17 17:00:24,8.0,"43.65175181,-72.3098089",2.0,1.0
u36,2013-04-11 17:25:41,8.0,"43.65196548,-72.3102879",1.0,1.0
u36,2013-04-12 17:25:55,5.0,"43.65158304,-72.30996323",4.0,1.0
u36,2013-04-15 17:31:25,8.0,"43.65169916,-72.3100547",2.0,1.0
u36,2013-04-14 17:22:06,8.0,"43.65178381,-72.30987986",2.0,1.0
u36,2013-04-15 23:18:10,8.0,"43.70655534,-72.28702434",2.0,1.0
u36,2013-04-21 19:13:57,8.0,"37.94400248,-121.72342483",2.0,1.0
u36,2013-04-22 21:14:02,6.0,"38.58404326,-121.50064231",2.0,1.0
u36,2013-04-28 17:37:56,7.0,"43.65167494,-72.30968224",2.0,1.0
u36,2013-04-29 17:17:37,7.0,"43.65159753,-72.30987449",2.0,1.0
u36,2013-05-01 17:33:28,7.0,"43.65203022,-72.31004777",2.0,1.0
u36,2013-05-02 17:07:00,6.0,"43.65184746,-72.30996688",2.0,1.0
u36,2013-05-03 16:51:58,8.0,"43.65172546,-72.30994232",2.0,1.0
u36,2013-05-11 17:55:01,8.0,"43.65160512,-72.3099223",2.0,1.0
u36,2013-05-05 18:01:55,8.0,"43.6517384,-72.31006585",2.0,1.0
u36,2013-05-08 17:32:57,10.0,"43.65168477,-72.30992573",1.0,1.0
u36,2013-05-06 17:38:43,7.0,"43.70685421,-72.28708325",2.0,1.0
u36,2013-05-09 18:39:28,10.0,"43.69374231,-72.28454521",1.0,1.0
u36,2013-05-19 19:12:59,10.0,"43.65180627,-72.30959223",1.0,1.0
u39,2013-04-10 04:24:46,7.0,Unknown,1.0,1.0
u39,2013-04-10 03:45:46,8.0,"43.70657715,-72.28645985",1.0,1.0
u39,2013-04-10 03:45:48,7.0,Unknown,1.0,1.0
u39,2013-04-10 04:24:44,8.0,"43.70657715,-72.28645985",1.0,1.0
u39,2013-04-13 06:05:12,8.0,"43.65161386,-72.31003509",1.0,1.0
u39,2013-04-16 04:21:12,8.0,"43.7008617,-72.28950786",1.0,1.0
u39,2013-04-17 06:34:08,8.0,"43.65176968,-72.30989016",1.0,1.0
u39,2013-04-24 18:52:22,8.0,"43.65167079,-72.31001806",1.0,1.0
u39,2013-04-24 18:52:40,8.0,"43.65167079,-72.31001806",1.0,1.0
u39,2013-04-25 20:32:15,8.0,"43.70691563,-72.28615388",1.0,1.0
u41,2013-03-29 17:19:54,7.0,"43.7039835,-72.28589738",2.0,1.0
u41,2013-03-30 20:15:17,10.0,"43.70397289,-72.28593403",1.0,1.0
u41,2013-03-31 20:37:52,8.0,"43.70394481,-72.28581948",2.0,1.0
u41,2013-04-02 19:52:53,10.0,"43.70394481,-72.28581948",1.0,1.0
u41,2013-04-01 17:31:24,7.0,"43.70394481,-72.28581948",3.0,1.0
u41,2013-04-04 20:08:12,8.0,"43.70377722,-72.28783656",2.0,1.0
u41,2013-04-09 05:47:45,6.0,Unknown,2.0,1.0
u41,2013-04-09 05:47:43,6.0,Unknown,2.0,1.0
u41,2013-04-09 19:10:05,8.0,Unknown,2.0,1.0
u41,2013-04-10 17:55:55,8.0,"43.70367091,-72.28590427",2.0,1.0
u41,2013-04-11 19:17:54,7.0,"43.70389958,-72.28580745",1.0,1.0
u41,2013-04-12 18:54:48,7.0,"43.70525445,-72.2884545",3.0,1.0
u41,2013-04-22 18:25:56,8.0,"43.70495742,-72.28768275",1.0,1.0
u41,2013-05-12 18:32:12,6.0,"43.70429654,-72.28590964",3.0,1.0
u42,2013-04-02 19:16:25,7.0,"43.65863297,-72.24870111",1.0,1.0
u42,2013-04-03 18:06:16,7.0,"43.62834565,-72.3223213",2.0,1.0
u42,2013-04-02 12:10:05,6.0,"43.69682623,-72.28051789",2.0,2.0
u42,2013-04-05 17:56:19,6.0,"43.70909224,-72.28344156",3.0,1.0
u42,2013-04-08 18:06:49,8.0,"43.70873044,-72.28238031",1.0,1.0
u42,2013-04-10 18:03:17,5.0,"43.65854943,-72.24890222",1.0,3.0
u42,2013-04-17 17:48:53,5.0,"43.69716255,-72.28066949",3.0,3.0
u42,2013-04-21 19:52:03,6.0,"43.65886906,-72.24845008",2.0,4.0
u42,2013-05-13 19:40:26,9.0,"43.65817203,-72.25123965",1.0,2.0
u42,2013-05-15 18:14:49,7.0,"43.6986801,-72.28079068",1.0,1.0
u42,2013-05-13 19:40:39,9.0,"43.65817203,-72.25123965",1.0,2.0
u42,2013-05-18 22:59:11,15.0,Unknown,1.0,1.0
u42,2013-05-27 19:12:26,1.0,"43.70699451,-72.28534492",2.0,1.0
u42,2013-05-29 19:55:37,3.0,"43.67176007,-72.26386586",1.0,1.0
u43,2013-04-03 17:00:15,7.0,"43.70566059,-72.29130704",3.0,3.0
u43,2013-04-01 22:42:32,7.0,"43.70660193,-72.28760155",2.0,2.0
u43,2013-04-02 18:00:46,8.0,"43.70546977,-72.29153142",2.0,2.0
u43,2013-04-03 16:58:35,7.0,"43.70566059,-72.29130704",3.0,3.0
u43,2013-04-04 19:46:55,8.0,"43.70619631,-72.28823087",1.0,4.0
u43,2013-04-05 17:12:06,8.0,"43.70549825,-72.29185536",2.0,2.0
u43,2013-04-07 17:44:35,8.0,"42.36112482,-71.07113958",2.0,2.0
u43,2013-04-06 17:17:53,8.0,"43.50783677,-72.13449058",2.0,1.0
u43,2013-04-08 17:08:34,8.0,"43.70560342,-72.29137243",2.0,2.0
u43,2013-04-10 17:16:08,8.0,"43.70565468,-72.29149208",3.0,1.0
u43,2013-04-09 17:06:16,7.0,"43.70565715,-72.2915844",2.0,1.0
u43,2013-04-11 18:53:15,7.0,"43.67572307,-72.27196101",3.0,1.0
u43,2013-04-12 17:26:57,8.0,"43.70234665,-72.28813935",3.0,2.0
u43,2013-04-13 17:36:06,9.0,"43.70462998,-72.28974619",2.0,2.0
u43,2013-04-16 17:45:16,6.0,"43.70574465,-72.29162099",3.0,1.0
u43,2013-04-14 19:33:04,8.0,"43.70462998,-72.28974619",3.0,1.0
u43,2013-04-15 17:07:12,7.0,Unknown,2.0,2.0
u43,2013-04-16 17:45:04,6.0,"43.70584294,-72.29136839",1.0,1.0
u43,2013-04-17 17:37:19,7.0,"43.70567669,-72.29136528",2.0,2.0
u43,2013-04-18 17:25:39,8.0,"43.70557117,-72.29109324",2.0,1.0
u43,2013-04-22 02:18:35,8.0,"44.26410768,-69.80665528",2.0,1.0
u43,2013-04-26 17:02:44,8.0,"43.70554879,-72.2916246",2.0,1.0
u43,2013-05-01 18:00:26,8.0,"43.70546467,-72.29120503",2.0,1.0
u43,2013-05-03 18:28:36,6.0,"43.70548852,-72.2911601",2.0,1.0
u43,2013-05-10 18:58:38,7.0,"43.70873911,-72.28427701",3.0,1.0
u44,2013-04-02 22:13:17,8.0,"43.70687995,-72.28684036",1.0,1.0
u44,2013-04-03 17:34:12,7.0,"43.70743771,-72.2862709",1.0,1.0
u44,2013-04-03 16:31:39,7.0,"43.69212184,-72.26683989",1.0,1.0
u44,2013-04-04 16:14:15,8.0,"43.69208086,-72.26664611",2.0,1.0
u44,2013-04-04 18:20:40,8.0,"43.69207668,-72.26667703",1.0,1.0
u44,2013-04-08 16:40:12,7.0,"43.69220733,-72.26727623",2.0,1.0
u44,2013-04-05 16:45:49,6.0,"43.69200732,-72.26705782",1.0,1.0
u44,2013-04-06 16:30:54,6.0,"43.70785555,-72.28572217",1.0,1.0
u44,2013-04-07 18:06:14,8.0,"43.6922067,-72.26699306",1.0,1.0
u44,2013-04-17 17:34:48,8.0,"43.69221205,-72.26692546",1.0,1.0
u44,2013-04-09 16:38:23,8.0,"43.69221111,-72.26702562",1.0,1.0
u44,2013-04-09 19:36:40,8.0,"43.69188915,-72.26684014",1.0,1.0
u44,2013-04-10 17:18:04,8.0,"43.69208545,-72.26681348",1.0,1.0
u44,2013-04-11 17:03:53,8.0,"43.69231687,-72.26692115",1.0,1.0
u44,2013-04-12 17:00:15,8.0,"43.69236851,-72.26702972",1.0,1.0
u44,2013-04-15 16:21:52,7.0,"43.69206212,-72.26702576",2.0,1.0
u44,2013-04-13 19:54:42,8.0,"43.70926341,-72.28546583",2.0,1.0
u44,2013-04-13 16:49:02,8.0,"43.69220716,-72.26708063",1.0,1.0
u44,2013-04-18 16:35:37,8.0,"43.69219202,-72.26690084",1.0,3.0
u44,2013-04-18 16:35:31,8.0,"43.69219202,-72.26690084",1.0,1.0
u44,2013-04-19 16:59:36,8.0,"43.69231923,-72.26700025",1.0,2.0
u44,2013-04-20 16:35:33,7.0,"43.6921885,-72.26704181",1.0,2.0
u44,2013-04-21 17:08:38,8.0,"43.6926262,-72.26656479",1.0,1.0
u44,2013-04-22 16:09:28,8.0,"43.69228193,-72.26674988",2.0,4.0
u44,2013-04-25 00:30:16,8.0,"43.69935873,-72.28135033",1.0,4.0
u44,2013-04-23 17:42:31,7.0,"43.69219598,-72.26719594",1.0,2.0
u44,2013-04-26 16:26:00,8.0,"43.69217927,-72.26709868",1.0,3.0
u44,2013-04-25 16:29:51,8.0,"43.69221585,-72.26709452",1.0,1.0
u44,2013-04-27 17:10:25,8.0,Unknown,1.0,4.0
u44,2013-04-28 22:12:02,7.0,"43.69230343,-72.26698234",2.0,3.0
u44,2013-04-29 15:12:41,8.0,"43.69215296,-72.26684735",2.0,3.0
u44,2013-04-30 15:29:04,8.0,"43.69205554,-72.2671205",1.0,3.0
u44,2013-05-01 15:04:36,10.0,"43.692330749999996,-72.26683046",1.0,1.0
u44,2013-05-02 16:26:56,8.0,"43.69204957,-72.26697347",1.0,3.0
u44,2013-05-03 15:34:27,8.0,"43.69180541,-72.26667398",1.0,4.0
u44,2013-05-10 17:02:27,12.0,"43.69254978,-72.26711348",1.0,3.0
u44,2013-05-06 20:10:44,8.0,"43.70691341,-72.28711558",1.0,4.0
u44,2013-05-08 16:28:08,11.0,"43.69230186,-72.26682816",1.0,4.0
u44,2013-05-14 17:31:34,12.0,"43.69225,-72.26698519",1.0,1.0
u44,2013-05-05 17:45:54,7.0,"43.69238395,-72.26701546",1.0,3.0
u44,2013-05-04 17:11:30,8.0,"43.69208378,-72.26703755",1.0,4.0
u44,2013-05-15 16:49:18,10.0,"43.69219289,-72.26671048",1.0,1.0
u44,2013-05-16 17:49:12,17.0,"43.69229577,-72.26673522",1.0,1.0
u44,2013-05-07 18:24:28,6.0,"43.69255276,-72.26704092",2.0,4.0
u44,2013-05-09 17:39:26,12.0,"43.69230186,-72.26682816",1.0,3.0
u44,2013-05-12 04:30:20,14.0,Unknown,1.0,1.0
u44,2013-05-12 17:05:44,11.0,"43.69220954,-72.26702639",1.0,3.0
u44,2013-05-13 17:11:27,11.0,"43.69206484,-72.26700327",1.0,3.0
u44,2013-05-19 17:57:48,12.0,"43.69179308,-72.26678906",1.0,1.0
u44,2013-05-17 17:44:31,13.0,"43.69229406,-72.26664182",1.0,1.0
u44,2013-05-18 17:40:21,12.0,"43.6922613,-72.26687932",1.0,1.0
u44,2013-05-20 16:44:51,12.0,"43.69230186,-72.26692699",1.0,1.0
u44,2013-05-22 17:41:44,11.0,"43.69230566,-72.26694933",1.0,3.0
u44,2013-05-23 17:13:35,12.0,"43.69213441,-72.26712004",1.0,3.0
u44,2013-05-24 17:20:50,11.0,"43.69222786,-72.26719913",1.0,4.0
u44,2013-05-25 17:43:42,11.0,"43.69476866,-72.27943547",1.0,4.0
u44,2013-05-27 17:28:33,10.0,"43.69341383,-72.2733575",1.0,4.0
u44,2013-06-01 19:23:39,12.0,"43.69232465,-72.26672118",1.0,3.0
u45,2013-04-02 10:42:53,8.0,"43.69882328,-72.28230081",1.0,3.0
u45,2013-04-02 18:11:09,8.0,"43.71781156,-72.30693846",2.0,3.0
